,,,,,,,uk_UA,ru_RU,en_US
166,1604,2306,3598,4003,,,Форма для бойових мистецтв,Одежда для боевых искусств,Martial Arts Uniforms
166,1604,2306,3598,5564,,,Футбольна форма,Футбольная форма,Soccer Uniforms
166,1604,2306,5484,,,,Робочі штани та комбінезони,Форменные брюки и комбинезоны,Contractor Pants & Coveralls
166,1604,2306,5878,,,,Костюми для польотів,Летные комбинезоны,Flight Suits
166,1604,2306,5949,,,,Військова форма,Военная форма,Military Uniforms
166,1604,2306,7235,,,,Уніформа для обслуговування їжі,Униформа для работников общественного питания,Food Service Uniforms
166,1604,2306,7235,2396,,,Кухарські жакети,Жакеты для поваров,Chef's Jackets
166,1604,2306,7235,7236,,,Кухарські штани,Поварские штаны,Chef's Pants
166,1604,2306,7235,7237,,,Кухарські капелюхи,Поварские колпаки,Chef's Hats
166,1604,5182,,,,,Однодетальні купальники,Одежда из цельного куска ткани,One-Pieces
166,1604,5182,5250,,,,Комбінезони та ромпери,Комбинезоны и ромперы,Jumpsuits & Rompers
166,1604,5182,5490,,,,Леотарди та унітарди,Леотарды и юнитарды,Leotards & Unitards
166,1604,5182,7132,,,,Комбінезони,Комбинезоны с длинными рукавами,Overalls
166,1604,5322,,,,,Спортивний одяг,Спортивная одежда,Activewear
166,1604,5322,3951,,,,Штани для американського футболу,Штаны для американского футбола,American Football Pants
166,1604,5322,5378,,,,Боксерські шорти,Шорты для бокса,Boxing Shorts
166,1604,5322,5379,,,,Шорти для бойових мистецтв,Шорты для боевых искусств,Martial Arts Shorts
166,1604,5322,5460,,,,Мисливський одяг,Одежда для охоты,Hunting Clothing
166,1604,5322,5460,5461,,,Мисливські та рибальські жилети,Жилеты для охоты и рыбалки,Hunting & Fishing Vests
166,1604,5322,5460,5462,,,"Камуфляжні костюми ""Гіллі""",Камуфляжные костюмы,Ghillie Suits
166,1604,5322,5460,5552,,,Мисливські та тактичні штани,Брюки для охоты,Hunting & Tactical Pants
166,1604,5322,5517,,,,Захисний одяг для мотоциклістів,Защитная одежда для мотоциклистов,Motorcycle Protective Clothing
166,1604,5322,5517,5463,,,Мотоциклетні костюми,Мотоциклетные костюмы,Motorcycle Suits
166,1604,5322,5517,6006,,,Мотоциклетні куртки,Куртки для мотоциклистов,Motorcycle Jackets
166,1604,5322,5517,7003,,,Мотоциклетні штани,Штаны для мотоциклистов,Motorcycle Pants
166,1604,5322,5555,,,,Одяг для пейнтболу,Одежда для пейнтбола,Paintball Clothing
166,1604,5322,5697,,,,Спортивний одяг для велосипедистів,Одежда для велосипедного спорта,Bicycle Activewear
166,1604,5322,5697,3128,,,Велосипедні нагрудники,Велосипедные комбинезоны,Bicycle Bibs
166,1604,5322,5697,3188,,,Велосипедні шорти та труси,Велосипедные шорты и трусы,Bicycle Shorts & Briefs
166,1604,5322,5697,3455,,,Велосипедні майки,Велосипедные майки,Bicycle Jerseys
166,1604,5322,5697,3729,,,Велосипедні легінси,Велосипедные штаны,Bicycle Tights
166,1604,5322,5697,6087,,,Велосипедні комбінезони,Трико для велосипедистов,Bicycle Skinsuits
166,1604,5322,499979,,,,"Танцювальні сукні, спідниці та костюми","Танцевальные костюмы, платья и юбки","Dance Dresses, Skirts & Costumes"
166,1604,5344,,,,,Юбки-шорти,Юбки-шорты,Skorts
166,1604,5388,,,,,Традиційний та церемоніальний одяг,Традиционная и церемониальная одежда,Traditional & Ceremonial Clothing
166,1604,5388,5343,,,,Кімоно,Кимоно,Kimonos
166,1604,5388,5343,5679,,,Кімоно Томесоде та Хоумонгі,Кимоно томесоде и хомонги,Tomesode & Houmongi Kimonos
166,1604,5388,5343,5680,,,Кімоно Комон,Кимоно комон,Komon Kimonos
166,1604,5388,5343,5681,,,Кімоно Іромуї,Кимоно иромудзи,Iromuji Kimonos
166,1604,5388,5343,5682,,,Кімоно Фурісоде,Кимоно фурисодэ,Furisode Kimonos
166,1604,5388,5343,5683,,,Повсякденні кімоно,Повседневные кимоно,Casual Kimonos
166,1604,5388,5343,5684,,,Кімоно для нареченої,Свадебные кимоно,Bridal Kimonos
166,1604,5388,5483,,,,Релігійний обрядовий одяг,Одежда для религиозных обрядов,Religious Ceremonial Clothing
166,1604,5388,5483,8149,,,Сукні для хрещення та причастя,Одежда для крещения,Baptism & Communion Dresses
166,1604,5388,5673,,,,Кімоно верхнього одягу,Кимоно для улицы,Kimono Outerwear
166,1604,5388,5673,5677,,,Кімоно-пальто,Пальто-кимоно,Kimono Coats
166,1604,5388,5673,5678,,,Жакети Хаорі,Хаори,Haori Jackets
